[318, 11]
[137, 337]
[311, 350]
[45, 7]
[151, 152]
[296, 11]
[295, 5]
[371, 13]
[113, 235]
[380, 381]
[253, 254]
[338, 339]
[315, 180]
[80, 81]
[65, 375]
[181, 35]
[313, 4]
[109, 164]
[110, 264]
[110, 252]
[147, 148]
[99, 5]
[117, 118]
[211, 212]
[146, 74]
[197, 198]
[98, 60]
[142, 231]
[86, 252]
[113, 103]
[188, 308]
[372, 373]
[105, 106]
[110, 53]
[194, 17]
[283, 51]
[36, 60]
[46, 47]
[185, 186]
[62, 63]
[21, 206]
[84, 101]
[68, 196]
[178, 45]
[194, 4]
[69, 292]
[340, 11]
[207, 208]
[201, 11]
[61, 13]
[78, 79]
[74, 88]
[68, 106]
[69, 70]
[36, 17]
[227, 228]
[87, 47]
[191, 300]
[21, 177, 30]
[64, 2]
[194, 60]
[280, 155]
[189, 74]
[244, 245]
[109, 251]
[368, 115]
[294, 56]
[231, 331]
[285, 56]
[59, 60]
[71, 137]
[179, 180]
[76, 77]
[137, 310]
[68, 69]
[65, 263]
[153, 105]
[358, 81]
[288, 166]
[116, 24]
[17, 266]
[93, 142]
[114, 115]
[188, 374]
[314, 77]
[33, 5]
[31, 101]
[179, 193]
[94, 1]
[98, 176, 4]
[126, 127]
[320, 321]
[68, 205]
[113, 118]
[142, 153]
[31, 32]
[143, 118]
[98, 4]
[17, 299]
[142, 218]
[363, 115]
[265, 67]
[86, 53]
[223, 85]
[110, 111]
[112, 11]
[333, 276]
[102, 235]
[128, 11]
[39, 40]
[238, 72]
[265, 237, 64]
[93, 97]
[366, 367]
[113, 204]
[2, 3]
[195, 55]
[161, 53]
[17, 168]
[284, 5]
[86, 111]
[281, 282]
[84, 24]
[179, 256]
[288, 289]
[173, 174]
[165, 166]
[328, 11]
[17, 60]
[131, 80]
[141, 11]
[215, 23]
[29, 30]
[142, 20]
[266, 279]
[42, 43]
[266, 267]
[311, 312]
[52, 53]
[278, 7]
[123, 43]
[243, 155]
[41, 11]
[44, 85]
[200, 204]
[260, 115]
[294, 88]
[129, 130]
[285, 88]
[332, 92]
[31, 202]
[156, 157]
[306, 307, 109]
[108, 109]
[261, 85]
[353, 79]
[335, 186]
[303, 304]
[297, 298]
[124, 125]
[134, 74]
[67, 68]
[105, 132]
[268, 287]
[17, 82]
[8, 9, 4]
[68, 132]
[132, 133]
[57, 58]
[142, 19, 20]
[71, 72]
[113, 1]
[255, 256]
[295, 365]
[195, 74]
[351, 11]
[65, 66]
[259, 20]
[274, 67]
[132, 69]
[361, 362]
[191, 192]
[182, 11]
[31, 24]
[221, 194]
[73, 74]
[162, 85]
[160, 28]
[269, 168]
[348, 327]
[272, 273]
[243, 157]
[17, 53]
[170, 171]
[354, 168]
[234, 235]
[378, 379]
[352, 40]
[161, 5]
[187, 188]
[309, 310]
[213, 214]
[55, 56]
[222, 233]
[222, 136]
[370, 150]
[172, 93]
[238, 239]
[71, 216]
[178, 85]
[37, 38]
[344, 345]
[343, 140]
[234, 103]
[93, 293]
[175, 104]
[86, 104]
[86, 334]
[146, 55]
[48, 49, 12, 13]
[86, 4]
[217, 40]
[102, 103]
[229, 230]
[33, 100]
[249, 250]
[4, 168]
[10, 11]
[157, 355]
[36, 168]
[37, 164]
[64, 304]
[210, 6, 7]
[27, 28]
[324, 247]
[200, 103]
[86, 226]
[139, 140]
[268, 58]
[346, 4]
[158, 159]
[274, 64]
[126, 4]
[21, 29]
[17, 18]
[154, 155]
[0, 1]
[116, 101]
[94, 56]
[65, 356]
[205, 106]
[165, 289]
[211, 319]
[80, 225]
[305, 28]
[301, 302]
[219, 220]
[194, 168]
[93, 20]
[190, 11]
[93, 107]
[23, 24]
[341, 342]
[17, 357]
[153, 325]
[377, 53]
[134, 55]
[64, 322]
[14, 15]
[17, 45]
[64, 293]
[223, 45]
[83, 11]
[40, 349]
[286, 58]
[231, 232]
[316, 317]
[323, 28]
[132, 70]
[137, 138]
[85, 53]
[8, 4]
[329, 330]
[167, 168]
[86, 199]
[359, 360]
[153, 107]
[73, 55]
[205, 132]
[132, 205]
[200, 235]
[234, 204]
[104, 7]
[246, 247]
[94, 118]
[102, 204]
[2, 251]
[275, 193]
[147, 327]
[44, 45]
[50, 51]
[286, 287]
[4, 5]
[99, 100]
[224, 148]
[64, 336]
[68, 369]
[121, 122]
[260, 208]
[96, 5]
[244, 74]
[81, 80]
[23, 101]
[261, 45]
[149, 150]
[34, 35]
[172, 364]
[95, 74]
[169, 58]
[36, 4]
[209, 11]
[144, 145]
[376, 40]
[126, 199]
[94, 88]
[347, 214]
[17, 290]
[29, 206]
[21, 248]
[91, 92]
[110, 334]
[189, 55]
[129, 236]
