[295, 296]
[236, 237]
[131, 302]
[336, 134]
[64, 65]
[253, 80]
[305, 4]
[63, 126]
[321, 322]
[17, 159]
[257, 229, 59]
[46, 47, 12, 13]
[59, 328]
[368, 210]
[223, 323]
[81, 326]
[280, 157]
[160, 56]
[81, 217]
[48, 49]
[287, 5]
[66, 208]
[147, 148]
[186, 222]
[59, 285]
[60, 61]
[90, 69]
[252, 110]
[266, 62]
[315, 28]
[192, 196]
[66, 131]
[135, 144]
[121, 191]
[36, 222]
[76, 75]
[105, 106]
[278, 279]
[286, 83]
[334, 335]
[303, 342]
[62, 63]
[260, 279]
[333, 11]
[199, 200]
[39, 11]
[111, 96]
[201, 11]
[213, 130]
[209, 210]
[207, 23]
[79, 24]
[193, 11]
[36, 17]
[289, 290]
[142, 143]
[369, 51]
[31, 194]
[324, 87]
[272, 146]
[94, 95]
[223, 224]
[21, 198]
[181, 69]
[163, 88]
[308, 309]
[86, 87]
[63, 197]
[128, 53]
[167, 99]
[42, 80]
[186, 159]
[179, 180]
[186, 4]
[138, 139]
[69, 83]
[123, 228]
[355, 110]
[152, 5]
[68, 69]
[66, 67]
[105, 326]
[33, 5]
[192, 227]
[88, 102]
[276, 5]
[126, 127]
[220, 221]
[89, 113]
[180, 300]
[171, 172]
[214, 80]
[131, 132]
[288, 11]
[343, 11]
[133, 134]
[297, 28]
[37, 155]
[218, 219]
[137, 69]
[174, 11]
[31, 32]
[273, 274]
[89, 83]
[358, 359]
[60, 348]
[236, 69]
[125, 75]
[241, 242]
[171, 185]
[2, 3]
[203, 204]
[93, 4]
[197, 126]
[81, 99]
[97, 98]
[258, 259]
[81, 51]
[104, 155]
[180, 366]
[111, 24]
[192, 98]
[226, 227]
[29, 30]
[351, 352]
[312, 313]
[345, 74]
[42, 43]
[277, 83]
[79, 96]
[100, 101]
[88, 135]
[104, 243]
[81, 106]
[170, 43]
[75, 216]
[140, 141]
[181, 53]
[307, 172]
[59, 2]
[327, 178]
[230, 67]
[21, 169, 30]
[128, 69]
[99, 7]
[156, 157]
[203, 311]
[63, 101]
[68, 53]
[187, 53]
[4, 159]
[346, 159]
[21, 240]
[164, 165]
[36, 159]
[100, 126]
[303, 304]
[344, 210]
[105, 51]
[116, 117]
[257, 62]
[235, 148]
[94, 5]
[8, 9, 4]
[316, 239]
[57, 58]
[71, 72]
[153, 80]
[131, 330]
[170, 80]
[17, 349]
[213, 225]
[298, 299, 104]
[63, 64]
[226, 196]
[182, 11]
[31, 24]
[73, 74]
[137, 53]
[266, 59]
[144, 100]
[183, 292]
[260, 56]
[23, 96]
[320, 11]
[286, 54]
[17, 77]
[63, 361]
[293, 294]
[212, 186]
[53, 54]
[166, 76]
[55, 56]
[138, 319]
[238, 239]
[362, 141]
[183, 184]
[235, 146]
[37, 38]
[258, 271]
[145, 146]
[152, 51]
[108, 227]
[88, 20]
[107, 11]
[2, 243]
[118, 41]
[123, 124]
[247, 248]
[325, 268]
[350, 76]
[103, 104]
[370, 371]
[197, 101]
[10, 11]
[108, 1]
[144, 102]
[80, 51]
[93, 222]
[264, 265]
[210, 341]
[27, 28]
[60, 367]
[105, 244]
[17, 51]
[105, 256]
[270, 7]
[278, 56]
[119, 120]
[280, 281]
[360, 110]
[148, 347]
[158, 159]
[187, 69]
[97, 227]
[21, 29]
[17, 18]
[287, 357]
[0, 1]
[17, 282]
[261, 159]
[108, 196]
[353, 354]
[171, 248]
[112, 113]
[301, 302]
[267, 185]
[306, 72]
[91, 5]
[252, 200]
[23, 24]
[108, 98]
[202, 6, 7]
[31, 96]
[173, 35]
[14, 15]
[337, 338]
[17, 291]
[81, 4]
[215, 139]
[97, 196]
[29, 198]
[186, 17]
[364, 365]
[82, 45]
[135, 19, 20]
[121, 4]
[8, 4]
[226, 98]
[277, 54]
[89, 54]
[251, 20]
[144, 317]
[329, 76]
[177, 178]
[253, 43]
[126, 197]
[126, 64]
[60, 255]
[93, 168, 4]
[88, 285]
[78, 11]
[161, 162]
[89, 1]
[59, 296]
[88, 92]
[44, 45]
[50, 51]
[17, 258]
[331, 332]
[4, 5]
[156, 281]
[126, 65]
[33, 95]
[121, 122]
[245, 246]
[17, 43]
[205, 206]
[109, 110]
[59, 314]
[340, 319]
[151, 28]
[43, 7]
[135, 20]
[149, 150]
[108, 113]
[81, 244]
[214, 43]
[40, 41]
[136, 113]
[189, 190]
[81, 191]
[34, 35]
[363, 13]
[36, 4]
[163, 356]
[17, 222]
[310, 11]
[63, 188]
[64, 284]
[230, 231]
[339, 206]
[75, 76]
[135, 223]
[135, 211]
[275, 49]
