class_name,new,portrait
org.apache.commons.math3.analysis.differentiation.DerivativeStructure,0,0.0
org.apache.commons.math3.analysis.differentiation.DSCompiler,0,0.0
org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiator,0,0.0
org.apache.commons.math3.analysis.differentiation.GradientFunction,0,0.0
org.apache.commons.math3.analysis.differentiation.JacobianFunction,0,0.0
org.apache.commons.math3.analysis.function.Acos,0,0.0
org.apache.commons.math3.analysis.function.Acosh,0,0.0
org.apache.commons.math3.analysis.function.Asin,0,0.0
org.apache.commons.math3.analysis.function.Asinh,0,0.0
org.apache.commons.math3.analysis.function.Atan,0,0.0
org.apache.commons.math3.analysis.function.Atanh,0,0.0
org.apache.commons.math3.analysis.function.Cbrt,0,0.0
org.apache.commons.math3.analysis.function.Constant,0,0.0
org.apache.commons.math3.analysis.function.Cos,0,0.0
org.apache.commons.math3.analysis.function.Cosh,0,0.0
org.apache.commons.math3.analysis.function.Exp,0,0.0
org.apache.commons.math3.analysis.function.Expm1,0,0.0
org.apache.commons.math3.analysis.function.Gaussian,0,0.0
org.apache.commons.math3.analysis.function.HarmonicOscillator,0,0.0
org.apache.commons.math3.analysis.function.Inverse,0,0.0
org.apache.commons.math3.analysis.function.Log,0,0.0
org.apache.commons.math3.analysis.function.Log10,0,0.0
org.apache.commons.math3.analysis.function.Log1p,0,0.0
org.apache.commons.math3.analysis.function.Logistic,0,0.0
org.apache.commons.math3.analysis.function.Logit,0,0.0
org.apache.commons.math3.analysis.function.Minus,0,0.0
org.apache.commons.math3.analysis.function.Power,0,0.0
org.apache.commons.math3.analysis.function.Sigmoid,0,0.0
org.apache.commons.math3.analysis.function.Sin,0,0.0
org.apache.commons.math3.analysis.function.Sinc,0,0.0
org.apache.commons.math3.analysis.function.Sinh,0,0.0
org.apache.commons.math3.analysis.function.Sqrt,0,0.0
org.apache.commons.math3.analysis.function.Tan,0,0.0
org.apache.commons.math3.analysis.function.Tanh,0,0.0
org.apache.commons.math3.analysis.integration.BaseAbstractUnivariateIntegrator,0,0.0
org.apache.commons.math3.analysis.integration.gauss.BaseRuleFactory,0,0.0
org.apache.commons.math3.analysis.integration.gauss.GaussIntegrator,0,0.0
org.apache.commons.math3.analysis.integration.gauss.GaussIntegratorFactory,0,0.0
org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionRuleFactory,0,0.0
org.apache.commons.math3.analysis.integration.gauss.LegendreRuleFactory,0,0.0
org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegrator,0,0.0
org.apache.commons.math3.analysis.integration.LegendreGaussIntegrator,0,0.0
org.apache.commons.math3.analysis.integration.RombergIntegrator,0,0.0
org.apache.commons.math3.analysis.integration.SimpsonIntegrator,0,0.0
org.apache.commons.math3.analysis.integration.TrapezoidIntegrator,0,0.0
org.apache.commons.math3.analysis.interpolation.BicubicSplineFunction,0,0.0
org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatingFunction,0,0.0
org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolator,0,0.0
org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolator,0,0.0
org.apache.commons.math3.analysis.interpolation.HermiteInterpolator,0,0.0
org.apache.commons.math3.analysis.interpolation.LoessInterpolator,0,0.0
org.apache.commons.math3.analysis.interpolation.MicrosphereInterpolatingFunction,0,0.0
org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolator,0,0.0
org.apache.commons.math3.analysis.interpolation.SplineInterpolator,0,0.0
org.apache.commons.math3.analysis.interpolation.TricubicSplineFunction,0,0.0
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolatingFunction,0,0.0
org.apache.commons.math3.analysis.interpolation.TricubicSplineInterpolator,0,0.0
org.apache.commons.math3.analysis.polynomials.PolynomialFunction,0,0.0
org.apache.commons.math3.analysis.polynomials.PolynomialFunctionLagrangeForm,0,0.0
org.apache.commons.math3.analysis.polynomials.PolynomialFunctionNewtonForm,0,0.0
org.apache.commons.math3.analysis.polynomials.PolynomialSplineFunction,0,0.0
org.apache.commons.math3.analysis.polynomials.PolynomialsUtils,0,0.0
org.apache.commons.math3.analysis.solvers.AbstractDifferentiableUnivariateSolver,0,0.0
org.apache.commons.math3.analysis.solvers.AbstractPolynomialSolver,0,0.0
org.apache.commons.math3.analysis.solvers.AbstractUnivariateDifferentiableSolver,0,0.0
org.apache.commons.math3.analysis.solvers.AllowedSolution,0,0.0
org.apache.commons.math3.analysis.solvers.AllowedSolution[],0,0.0
org.apache.commons.math3.analysis.solvers.BaseAbstractUnivariateSolver,0,0.0
org.apache.commons.math3.analysis.solvers.BaseSecantSolver,0,0.0
org.apache.commons.math3.analysis.solvers.BisectionSolver,0,0.0
org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolver,0,0.0
org.apache.commons.math3.analysis.solvers.BrentSolver,0,0.0
org.apache.commons.math3.analysis.solvers.LaguerreSolver,0,0.0
org.apache.commons.math3.analysis.solvers.MullerSolver,0,0.0
org.apache.commons.math3.analysis.solvers.MullerSolver2,0,0.0
org.apache.commons.math3.analysis.solvers.NewtonRaphsonSolver,0,0.0
org.apache.commons.math3.analysis.solvers.NewtonSolver,0,0.0
org.apache.commons.math3.analysis.solvers.RiddersSolver,0,0.0
org.apache.commons.math3.analysis.solvers.SecantSolver,0,0.0
org.apache.commons.math3.complex.Complex,0,0.0
org.apache.commons.math3.complex.ComplexFormat,0,0.0
org.apache.commons.math3.complex.Quaternion,0,0.0
org.apache.commons.math3.dfp.BracketingNthOrderBrentSolverDFP,0,0.0
org.apache.commons.math3.dfp.Dfp,0,0.0
org.apache.commons.math3.dfp.DfpDec,0,0.0
org.apache.commons.math3.dfp.DfpField,0,0.0
org.apache.commons.math3.dfp.DfpMath,0,0.0
org.apache.commons.math3.dfp.Dfp[],0,0.0
org.apache.commons.math3.distribution.AbstractIntegerDistribution,0,0.0
org.apache.commons.math3.distribution.AbstractRealDistribution,0,0.0
org.apache.commons.math3.distribution.BetaDistribution,0,0.0
org.apache.commons.math3.distribution.BinomialDistribution,0,0.0
org.apache.commons.math3.distribution.CauchyDistribution,0,0.0
org.apache.commons.math3.distribution.ChiSquaredDistribution,0,0.0
org.apache.commons.math3.distribution.EnumeratedDistribution,0,0.0
org.apache.commons.math3.distribution.EnumeratedIntegerDistribution,0,0.0
org.apache.commons.math3.distribution.EnumeratedRealDistribution,0,0.0
org.apache.commons.math3.distribution.ExponentialDistribution,0,0.0
org.apache.commons.math3.distribution.FDistribution,0,0.0
org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximization,0,0.0
org.apache.commons.math3.distribution.GammaDistribution,0,0.0
org.apache.commons.math3.distribution.HypergeometricDistribution,0,0.0
org.apache.commons.math3.distribution.KolmogorovSmirnovDistribution,0,0.0
org.apache.commons.math3.distribution.LogNormalDistribution,0,0.0
org.apache.commons.math3.distribution.MixtureMultivariateNormalDistribution,0,0.0
org.apache.commons.math3.distribution.MultivariateNormalDistribution,0,0.0
org.apache.commons.math3.distribution.NormalDistribution,0,0.0
org.apache.commons.math3.distribution.ParetoDistribution,0,0.0
org.apache.commons.math3.distribution.PascalDistribution,0,0.0
org.apache.commons.math3.distribution.PoissonDistribution,0,0.0
org.apache.commons.math3.distribution.TDistribution,0,0.0
org.apache.commons.math3.distribution.WeibullDistribution,0,0.0
org.apache.commons.math3.distribution.ZipfDistribution,0,0.0
org.apache.commons.math3.exception.MathArithmeticException,0,0.0
org.apache.commons.math3.exception.MathIllegalArgumentException,0,0.0
org.apache.commons.math3.exception.MathIllegalStateException,0,0.0
org.apache.commons.math3.exception.MathRuntimeException,0,0.0
org.apache.commons.math3.exception.MathUnsupportedOperationException,0,0.0
org.apache.commons.math3.exception.MaxCountExceededException,0,0.0
org.apache.commons.math3.exception.NumberIsTooSmallException,0,0.0
org.apache.commons.math3.exception.util.ExceptionContext,0,0.0
org.apache.commons.math3.exception.util.LocalizedFormats,0,0.0
org.apache.commons.math3.exception.util.LocalizedFormats[],0,0.0
org.apache.commons.math3.FieldElement[],0,0.0
org.apache.commons.math3.filter.KalmanFilter,0,0.0
org.apache.commons.math3.fitting.CurveFitter,0,0.0
org.apache.commons.math3.fitting.GaussianFitter,0,0.0
org.apache.commons.math3.fitting.HarmonicFitter,0,0.0
org.apache.commons.math3.fitting.PolynomialFitter,0,0.0
org.apache.commons.math3.fitting.WeightedObservedPoint,0,0.0
org.apache.commons.math3.fraction.BigFraction,0,0.0
org.apache.commons.math3.fraction.BigFractionFormat,0,0.0
org.apache.commons.math3.fraction.Fraction,0,0.0
org.apache.commons.math3.fraction.FractionFormat,0,0.0
org.apache.commons.math3.fraction.ProperBigFractionFormat,0,0.0
org.apache.commons.math3.fraction.ProperFractionFormat,0,0.0
org.apache.commons.math3.genetics.AbstractListChromosome,0,0.0
org.apache.commons.math3.genetics.BinaryChromosome,0,0.0
org.apache.commons.math3.genetics.BinaryMutation,0,0.0
org.apache.commons.math3.genetics.Chromosome,0,0.0
org.apache.commons.math3.genetics.ChromosomePair,0,0.0
org.apache.commons.math3.genetics.CycleCrossover,0,0.0
org.apache.commons.math3.genetics.ElitisticListPopulation,0,0.0
org.apache.commons.math3.genetics.GeneticAlgorithm,0,0.0
org.apache.commons.math3.genetics.ListPopulation,0,0.0
